Station3_mp_40,Station3_mp_41,Station3_mp_42,Station3_mp_43,Station3_mp_44,Station3_mp_45,Station3_mp_46,Station3_mp_47,Station3_mp_48,Station3_mp_49,Station3_mp_50,Station3_mp_51,Station3_mp_52,Station3_mp_53,Station3_mp_54,Station3_mp_55
63.843418924509386,0.004068103997053244,99.97865,0.004485169,764.2491966491582,0.005172731,0.005069276,-21.068762738277233,87.40601371493307,0.004110401256364562,108.0966,0.004509889,772.7270324738267,0.005237733,0.005089418,-4.974517
54.99271597659187,0.003991330931316434,81.17924,0.004403688,762.791089369807,0.005094911,0.00497223,-20.92360826113484,68.05112485613152,0.004148201495972947,96.43849,0.004566652,775.1508214390204,0.005292665,0.005164491,-5.066073
56.2152491053885,0.003959599003853177,88.74783,0.004354249,764.8637502526834,0.005115968,0.004985963,-21.281009169069097,89.97170756340155,0.004125431147696016,127.6895,0.004533693,775.8309114374894,0.005249635,0.005137025,-4.882962
65.62439127873499,0.004027545972169929,109.5004,0.0044339,763.0331307508447,0.005117799,0.005013429,-21.32668231567357,74.60765535340902,0.004107043634926547,103.885,0.004510805,773.671512691256,0.005245973,0.005124208,-5.218666
70.16612366628698,0.0039525396216820614,105.594,0.004378053,764.7259456323527,0.005101319,0.004951173,-20.738553466465845,71.66411300934591,0.004172023024909507,108.2492,0.004585878,772.7211340971288,0.005268861,0.005168153,-5.432295
57.99345058702726,0.004022662267657907,90.54842,0.004448548,763.1166841644227,0.005173646,0.005046388,-21.24726139905458,55.60433674305926,0.004141234719659783,91.86072,0.004531862,773.1621869384716,0.005238649,0.005116884,-4.943999
93.45896354201693,0.00401435969852086,135.7463,0.004432985,769.9671666859349,0.00512787,0.005000612,-21.167590558798704,80.64454938480199,0.004098107743863461,100.7721,0.004520875,775.864925823617,0.005228578,0.005082094,-4.852443
101.79898981103157,0.004001650227247834,141.9721,0.004414674,767.0880848509951,0.005148011,0.005036317,-21.26445217069516,57.29734403335225,0.004163559453021507,81.72857,0.004570314,772.1915259542068,0.005274354,0.005170899,-4.760888
103.31607697932702,0.003935784472000135,152.4705,0.004370729,763.7362024598157,0.005062867,0.004938356,-21.299806716828844,119.5436576565552,0.00413714111826048,144.5967,0.004544679,773.8042614348187,0.005228578,0.005124208,-4.943999
88.33915062301367,0.003984298956224679,134.0373,0.004400026,763.5873248429864,0.005093995,0.004970399,-21.511687990183404,82.91592385059154,0.004135218945958634,110.1718,0.004525453,774.4948603123341,0.005206605,0.005102235,-4.91348
76.34165506766658,0.004036102985423812,105.9297,0.004455873,763.6775486004434,0.005148011,0.005030824,-20.792376021353068,78.75603936904925,0.004097349089911574,109.1952,0.004517213,775.7534504602872,0.005269777,0.005124208,-4.821925
