Station2_mp_6,Station2_mp_7,Station2_mp_8,Station2_mp_9,Station2_mp_10,Station2_mp_11,Station2_mp_12,Station2_mp_13,Station2_mp_14,Station2_mp_15,Station2_mp_16,Station2_mp_17,Station2_mp_18,Station2_mp_19,Station2_mp_20,Station2_mp_21,Station2_mp_22,Station2_mp_23,Station2_mp_24,Station2_mp_25,Station2_mp_26,Station2_mp_27,Station2_mp_28,Station2_mp_29,Station2_mp_30,Station2_mp_31,Station2_mp_32,Station2_mp_33,Station2_mp_34,Station2_mp_35,Station2_mp_36,Station2_mp_37,Station2_mp_38,Station2_mp_39
39589.0468663181,0.0036750790597570534,56107.25,38953.21,16081.18,0.003919922,0.001251953,41.446994197471504,0.000889633973894668,1146.8132777201633,25371339.482763752,0.001609375,40124.12,7787349.654168421,0.003140625,39560.78,0.003673828,58772.06,42091.01,15958.13,0.003945312,0.001294922,36.53066,0.0009273418915639784,1194.0884531488286,24652920.0,0.001568359,43008.12,12332700.0,0.003140625,-0.0007503826148939052,0.0007083697740881493,-0.0015864399103564905,0.002203225664563438
39078.76247557486,0.0036354674654456333,57135.87,40022.22,15913.91,0.003972657,0.001298828,38.719698338479326,0.0009171778692779587,1180.0603060771841,26332828.418242253,0.001576172,41135.45,8027226.63529177,0.003138672,38751.34,0.003619141,58056.83,40906.65,16119.63,0.004,0.001251953,36.53066,0.0008499907844396389,1245.9841535823632,24963330.0,0.001574219,41758.39,8903882.0,0.003123047,-0.0012989260449793648,0.0010882198170671588,-0.0007926873846293373,0.0009643146228532176
37956.97350991165,0.0036697846144155585,53930.79,36797.91,16154.24,0.003916016,0.001306641,38.333831032822005,0.0009195633821328411,1149.9113697379955,24486093.546639852,0.001597656,38088.02,4849605.795021492,0.003097656,37707.33,0.003679688,55467.0,38860.93,15988.89,0.003994141,0.001326172,38.45333,0.0009511680414590109,1200.5501988113933,24934050.0,0.001580078,39781.89,7355986.0,0.003140625,-0.0007939774207765283,0.002157896114299264,-0.0012375633798358395,0.0007303807877742228
38960.44514380486,0.003650279977050386,57370.44,40145.27,15994.66,0.004023438,0.001294922,42.312329652435125,0.0009197134572409575,1136.9229812757599,26656900.621659122,0.001601563,41320.02,8554392.763878945,0.003191406,39803.04,0.003650391,58270.25,41004.7,16031.19,0.003912109,0.001238281,32.68533,0.0008814406544920051,1190.9737533797302,26723210.0,0.001574219,42012.18,7175210.0,0.003128906,-0.00044186001232874195,0.001904418504394752,-0.0008852953171915555,0.0011164300804341698
37246.870028381476,0.0036796981181112455,56457.17,38933.99,16329.2,0.003998047,0.001320313,33.72400056259719,0.0009270349651442261,1131.182601122785,23523257.626314,0.001597656,40093.36,6996640.818457165,0.003169922,37528.52,0.003673828,55641.96,38084.17,16198.46,0.00396875,0.001316406,38.45333,0.0008742245831457488,1186.79057011309,24230760.0,0.001574219,39310.83,8428263.0,0.003091797,-0.0015519166108380056,0.0006127702598195543,-0.0018836720509023068,0.0020585642567222083
37343.81649733742,0.003701071014887749,56674.43,39437.73,16142.71,0.0039375,0.00128125,29.287075126587332,0.0009248420154845057,1134.9250800480297,27159224.32997208,0.001572266,40502.89,5567693.072484563,0.003117188,37245.89,0.0036875,55576.59,38318.74,16373.42,0.003998047,0.001330078,28.83999,0.0009120955659975219,1195.0953431423732,24723260.0,0.001603516,39516.56,7442520.0,0.003171875,-0.0005017648223831425,0.0006948297923264453,-0.0007520275709815908,0.0015183088769509536
37417.85092890919,0.003737912005256359,55355.48,38384.11,16021.58,0.003943359,0.001296875,35.49956126133066,0.0009504978538764242,1143.8709495649537,26219262.991173603,0.001603516,39412.73,5537716.34677786,0.003136719,37430.46,0.00366211,55945.74,38793.64,16067.72,0.003912109,0.001267578,38.45333,0.0008368418780470483,1202.9090958406157,25153180.0,0.001603516,39958.77,7656477.0,0.0030625,-0.0014610627899634605,0.0014803601545428557,-0.0011171945789985238,0.00145795456352614
38616.03841992614,0.0036603211014184884,53984.62,35909.64,16148.47,0.003943359,0.001320313,27.106680513628188,0.0008964020040433884,1159.7954554828514,26468978.903587535,0.00159375,37413.16,8074773.178201113,0.003117188,38747.49,0.003621094,56866.7,39393.51,15856.23,0.003947266,0.001300781,28.83999,0.0008713737123695268,1168.960510209641,25559890.0,0.001597656,40643.24,7720376.0,0.003125,-0.0015925337162377396,0.0022848026585659616,-0.00034627673789335825,0.0024629071352471037
37908.58877902138,0.003632147328090284,55397.78,38289.9,16015.81,0.0039375,0.001308594,34.88409284455458,0.0009771371985565812,1118.5166329429433,23578726.105604094,0.001568359,39391.59,6557002.96582923,0.003078125,38314.89,0.00365625,56487.93,39297.38,16129.25,0.003908203,0.001287109,40.37599,0.0009452449535818121,1108.8750728026102,22342670.0,0.001566406,40585.56,10492860.0,0.003054688,-0.000430346216425057,0.0016534081485656959,-0.001562037677604833,0.002262561046412315
38474.70530551636,0.003624642829130315,56249.52,39185.86,16081.18,0.00397461,0.00128125,29.045833328018972,0.0009015278842063381,1152.6751083084814,25661694.481657345,0.001597656,40324.08,8026567.204892169,0.003140625,39141.64,0.003585938,56518.7,38976.29,16192.7,0.003943359,0.00128125,26.91733,0.0009001304211515869,1152.3031248730365,24122720.0,0.001621094,40183.72,7995542.0,0.003121094,-0.00042297399669208476,0.00041987755047288833,-0.00018429605696053825,0.0015938790729267478
