characteristics_M1_0,characteristics_M1_1,characteristics_M1_2,characteristics_M1_3,characteristics_M1_4,characteristics_M1_5,characteristics_M1_6,characteristics_M1_7,characteristics_M1_8,characteristics_M1_9,characteristics_M1_10,characteristics_M1_11,characteristics_M1_12,characteristics_M1_13,characteristics_M1_14,characteristics_M1_15,characteristics_M1_16,characteristics_M1_17,characteristics_M1_18,characteristics_M1_19,characteristics_M1_20,characteristics_M1_21,characteristics_M1_22,characteristics_M1_23,characteristics_M1_24,characteristics_M1_25,characteristics_M1_26,characteristics_M1_27,characteristics_M1_28,characteristics_M1_29,characteristics_M1_30,characteristics_M1_31,characteristics_M1_32,characteristics_M1_33,ergo_duration_M1_0,ergo_duration_M1_1,ergo_duration_M1_2,ergo_duration_M1_3,ergo_duration_M2_0,ergo_duration_M2_1,ergo_duration_M2_2,ergo_duration_M2_3,defect_M1_0
0.00015631430546513513,6.907910665372187,1.9539414953483554,0.00021629860118549022,17.106169698001008,4.036172367162051,40000.68198564782,0.003710719710843353,56513.61692641769,39038.172376832954,16543.984260986686,0.003978461365637869,0.0012937563898625243,30.229670400761513,0.0009404552514926963,1197.9440752480416,25592389.850521524,0.0015895268564213708,42632.55761114266,6957719.523063562,0.003106768494058191,37467.38262971137,0.003630135256142424,55712.948811042384,41235.160552861926,16145.866924612481,0.003964667603241774,0.0013001138857544469,38.427946605807975,0.0008877825314924948,1188.4289352017342,25835925.20515247,0.001572144837832406,41688.9316284234,12064430.0,0.003042969,-0.00112637,0.000847286,-0.000453015,0.00159362,89.26665,0.004056702,121.4332
0.00016415121182813212,8.931338130883063,2.9751495617496215,0.0002170343552720952,14.32362534919263,3.7912084289885457,39615.77073966136,0.0037380569959097696,57349.24342374088,38217.603472385315,16308.853334370324,0.003940389748299456,0.001302126729905526,37.484618482168,0.0009128578275573486,1119.6496130795858,26680431.374005564,0.0015656054142926979,38553.498716240974,7164614.754773372,0.003135778440471272,36147.99252215659,0.0036518136557168943,57801.50933504065,35346.88809671111,16232.713231838292,0.003939058654334331,0.0012334616938782462,34.961007089851144,0.0009225948180698112,1196.5066159304554,26584273.129582163,0.0016047202514980433,40642.455049471515,8017428.0,0.003095703,-0.00180987,0.00144638,-0.00182611,0.0024674,84.26161,0.004020081,111.3315
0.00020665405367482385,7.614418921791924,1.9441322226186013,0.00021485337320175459,14.898951412209422,5.185730496612933,36641.050171096256,0.0037008935339844055,55369.04699116504,39722.626615120185,16362.022529007174,0.0039665257726837905,0.0012796786977212575,25.894034047135438,0.0008531563013681751,1214.5875103753697,26293161.077999096,0.0015921036784613525,39789.00109215218,8740379.590989277,0.0030795222652352005,36990.08989567672,0.0036725316519929867,56098.82104377594,35435.992464179675,16359.522401223718,0.0038959678784715288,0.0013119011471464184,26.83672791475937,0.0008204661205255655,1272.1150730976167,27657495.745905373,0.0015695127423801531,40231.66955148796,9732176.0,0.003140625,-0.000470752,0.00167935,-0.000428478,0.000716366,99.30724,0.004096985,130.3446
0.00020453532480465455,8.821132320110479,3.024703309907549,0.00026048963411052644,13.900928035816067,3.918968210244403,36762.868155540615,0.003682942873766914,57166.58721640578,38148.42024792548,16273.864313768127,0.003965275828666704,0.0012833761542817052,26.979601654391146,0.0009091948241375598,1166.8318756963793,24594609.769762117,0.0015742982173002702,40440.27863601948,7881443.126939544,0.003123124221342792,39560.23328099925,0.0036501686677952046,55122.62936381805,39154.1298949507,16242.511607236564,0.003930831261839856,0.0012135340530952333,32.26136401951196,0.0009463244269142195,1239.553508025098,24071742.604691494,0.0015817680495328454,40415.173914049854,10425730.0,0.003091797,-0.000610594,0.00120605,-0.000845078,0.00193276,94.45479,0.004023743,124.1493
0.0001846350265739842,6.016843741625885,2.1612653083232227,0.00022996197557861633,12.147163392178218,4.735647174491491,37337.16727606489,0.003670510036103733,57502.53361433995,38068.9754920422,16237.877907932834,0.003915043028458522,0.0012718149057873644,35.07571390264448,0.0009501345960452916,1240.0921664362982,25717824.82847939,0.0015777181387337767,41970.00911213059,10993389.580377571,0.0031303808281310168,39238.094737240564,0.003641363923896117,55716.549172615974,39666.00002935954,16237.642391239326,0.003964734263609687,0.0013066332082459975,32.35778309663266,0.0008608218659511229,1125.5221077666583,27368727.601283107,0.0016057315097656882,41775.22331345932,7350218.0,0.003103516,0.000934037,0.00123681,-0.000570774,0.00155448,69.61272,0.004052125,119.9683
0.00018059649795611202,7.0548051079697105,1.908449845888447,0.00019364853669711233,13.06587439857501,4.0481452792887564,37269.934585829025,0.003610089638604482,57689.32190903498,36505.54163391708,16146.170235565776,0.003965099872189599,0.0013057088527446293,35.31345817439482,0.0008046631132374058,1183.329387629438,24539428.6566024,0.0015472111395342086,39197.13556575547,10102724.872324629,0.0031094539102013764,39906.93996529287,0.0036454669157475663,57414.56040111049,37963.153504012174,16112.532582790058,0.003899719157504264,0.0012811109458115307,33.13961341959416,0.0009432674490305404,1261.294510519298,25956170.795071837,0.0015689799290195697,40007.398701796345,7601786.0,0.003144532,-0.000667238,0.00144844,-0.0018383,0.00103342,100.65,0.00392212,115.9398
0.00014734185217849687,10.816889808771343,1.9600928759021,0.0002477349467551551,14.13131196830526,3.9263725843876576,39535.67322111583,0.003691928332820115,54737.279570813495,38815.4542108682,16354.979834036183,0.0039357410151774005,0.0013218452595427288,31.766982720674356,0.0008735070611509593,1107.9566772021417,26446916.790216684,0.0015968929641509279,43977.66964302395,6545995.543123051,0.00312403495000008,40901.715651448605,0.0037010964780284854,57044.58592015211,37974.336904520715,16377.576469346983,0.0039120964062885595,0.0013143935025492965,34.52715486235004,0.0008790189461813169,1183.8701248009622,25767283.84833638,0.0015968084356679617,39083.573646355806,8247127.0,0.003101563,-0.00185903,0.00130466,-0.001821,0.00080249,97.56768,0.003998109,132.2672
0.00021228311602767614,7.5401902666921305,3.032615333985354,0.00020842916400338313,13.6153115985157,4.216364363722265,37055.678551466655,0.0036583880786389546,56573.15314454976,37172.47536258193,16167.56682243163,0.0038740245411294965,0.0012873416428933631,38.02896548118952,0.000874584561016996,1113.807018745395,24774356.22474918,0.0016019672457997436,40269.16949702429,8048970.8026445005,0.0031316627455011833,34721.700303132144,0.0036267573875282755,57975.096787271126,38121.44277500276,16619.031888852223,0.004005708325973176,0.0012962735274217698,38.63616785406825,0.0009361328368096675,1229.3484911884473,23611808.334190704,0.0016067468291614438,41463.41709032613,8608062.0,0.003142578,-0.000427807,0.0016442,-0.000496135,0.00130548,55.05539,0.003993531,83.19346
0.00017173899605903216,9.732085303858803,2.044450085766755,0.000201805787530716,12.978827596451358,4.909703539080964,33274.642397577336,0.003633279061641359,55013.156624401556,40419.91414152391,16340.21024476192,0.004002292801434794,0.0012309039102574634,26.506135022602574,0.0008115574564882845,1165.4457082137567,28019072.82126753,0.0015665290893608465,36605.037768862545,6610050.38591046,0.0031090822955705624,38022.885387097675,0.0036716693850042674,55236.705744748,38988.30083446116,15716.63361492903,0.00394321040743674,0.0013041502848657569,43.46746553265399,0.0009413578750784461,1166.3071918549556,25327112.024686337,0.001599504400300887,41241.048424680026,5884545.0,0.003123047,-0.00142778,0.0020632,-0.000447726,0.00107835,80.87405,0.003993531,115.3905
0.00014278342930047362,7.657742463198291,3.0145737148576166,0.0002520220674446945,14.096498952740653,4.180618878488856,38545.873918085366,0.0036318481826371563,56210.7444250142,36228.3566583534,16322.278302943287,0.0039745532167694275,0.0012836739228477014,40.083571440078785,0.0008531886818229022,1164.6452586312373,25178503.611248687,0.0015661204202543483,37008.64606063613,7093630.846984447,0.003126149814279256,39040.36516591824,0.0036512621744971903,56215.19580033209,39781.4490601018,16358.351088887644,0.003971255979496508,0.0012792054604305807,29.953719471662584,0.000841132357827097,1178.5134750499647,24584553.602045674,0.0015741103154173492,41368.678039958664,8151744.0,0.003066406,-0.00177706,0.000798824,-0.000533061,0.000629688,90.91464,0.003958741,112.888
