characteristics_M1_0,characteristics_M1_1,characteristics_M1_2,characteristics_M1_3,characteristics_M1_4,characteristics_M1_5,characteristics_M1_6,characteristics_M1_7,characteristics_M1_8,characteristics_M1_9,characteristics_M1_10,characteristics_M1_11,characteristics_M1_12,characteristics_M1_13,characteristics_M1_14,characteristics_M1_15,characteristics_M1_16,characteristics_M1_17,characteristics_M1_18,characteristics_M1_19,characteristics_M1_20,characteristics_M1_21,characteristics_M1_22,characteristics_M1_23,characteristics_M1_24,characteristics_M1_25,characteristics_M1_26,characteristics_M1_27,characteristics_M1_28,characteristics_M1_29,characteristics_M1_30,characteristics_M1_31,characteristics_M1_32,characteristics_M1_33,ergo_duration_M1_0,ergo_duration_M1_1,ergo_duration_M1_2,ergo_duration_M1_3,ergo_duration_M2_0,ergo_duration_M2_1,ergo_duration_M2_2,ergo_duration_M2_3,defect_M1_0
0.00017282294206404257,10.035439179612952,2.047882436955544,0.0002029651574952137,14.331462352814643,3.1389709595636743,39749.2252423057,0.003630082659626517,54072.68117832403,37911.10016985072,16103.174797027352,0.003971576261875247,0.0013084485440744223,24.873249000381566,0.0009299617205518699,1148.9848217763395,25358496.90631808,0.0016017577978792304,38915.36637082165,10072297.998689411,0.0031690205495867913,38134.79204863811,0.003655590380049889,56983.56920350289,38848.91260199957,15986.489999352929,0.003925887140136104,0.0012671657854970155,34.162958172920426,0.000886073041503275,1145.82698014499,25865320.87384573,0.0015425849659468339,39451.748255331964,6577606.0,0.003171875,-0.00183068,0.00124429,-0.00180239,0.00133822,102.8169,0.0039917,132.3588
0.0002049394188279091,8.76010624834434,2.947657661229769,0.00018578666542695777,14.041945277728306,4.9425354134313455,37520.43936808529,0.0036405108596698726,54124.561137525074,39384.66559559726,15893.592862673904,0.003987492081576591,0.0013082460886067663,37.19839716843451,0.0009032126904796949,1204.3387509898262,27720656.566835742,0.0015980005745717075,42295.67970084185,7083334.84202362,0.0031511150953932743,39154.43745866308,0.003718758222932382,52869.97667477788,39639.65771745892,16018.08489200929,0.0040185011177183904,0.001284622631678617,37.06174201293036,0.000938737803404861,1146.2958888007122,27227318.07233671,0.0015737896063158984,39236.27713073364,10262700.0,0.003050781,-0.00142758,0.00122052,-0.0013442,0.00105108,62.83762,0.004052125,110.0498
0.00018296867216414185,10.186213665661812,3.05441379890468,0.00026416703500187894,14.633220780465571,4.810606829470724,36558.78640903637,0.0036513434970383654,55518.09018808609,39630.68990203971,16303.233493979282,0.003975899020571851,0.0012826416589990094,31.53428192639042,0.0009138359845850616,1109.668583945127,26350521.44174294,0.0015682576818527405,42391.26217670543,6214771.708346587,0.0030831031663740007,36747.45354242918,0.0036456313677519824,57011.711615238535,39384.68813683204,15853.714762599602,0.0038715106646954258,0.0012683071189389956,26.73193614372989,0.000941350282508019,1148.0907032050345,24443946.723991197,0.0015393911263756957,40367.54677100921,6781454.0,0.00309375,-0.000477471,0.000747143,-0.000504397,0.00222612,71.56591,0.003992616,104.7701
0.00015301133223842757,5.77164646316419,1.76639241614985,0.00022178398307031333,12.90879551391317,4.840620472129346,36684.98653823339,0.003691730010396441,52597.97187622982,39202.318441200274,16297.65900831298,0.003954384408746858,0.00125592142396596,38.51368307074778,0.0009435154313909769,1171.5907777113612,25850119.245671004,0.0015780053625608634,42876.289217771955,11631178.673047615,0.0031525457181910714,41259.76444761284,0.003627259222445578,57714.8404662289,38925.96437856373,16085.272352023369,0.003992084330450308,0.0012873985653070231,20.9757997904209,0.0010365884013373919,1190.799388140758,24868523.56702796,0.0016076237543851558,42076.89396401061,12631350.0,0.003123047,-0.00183893,0.00194146,-0.00181733,0.002054,99.15464,0.004066773,135.0139
0.00023042754888676472,8.55894842167128,2.08470605399954,0.00019479851248268478,13.069058145639755,4.147726960629036,38236.99946787053,0.00368114051881449,54143.78387448598,35771.48299934738,15778.027223679845,0.003933289224350498,0.0013144895519649417,38.553986065609365,0.0007865679286148584,1120.8829619326093,26052997.899773303,0.001582521842590351,38940.25214162392,5948835.372690914,0.0031213616377203414,38787.27377218623,0.0036496971171777917,55914.70404575367,38360.050293149536,16365.558520106426,0.00391990008979528,0.0012898580080825811,29.59145384175706,0.0008728862896375314,1220.7484212210793,28034751.073372424,0.001556579827608181,40329.3712229393,12509680.0,0.003111328,-0.00147231,0.00113695,-0.00115271,0.00110497,107.6083,0.004001771,140.3241
0.00021411510951920774,7.218432099636805,1.993463134926063,0.00023964397632948747,11.525522608705304,4.3795833716361185,39686.88223755705,0.003625991248693048,56922.41897222607,41917.80191164852,15910.212547642273,0.003950456080767592,0.0012904737416170372,34.22119814431509,0.0008098851607159747,1194.4172704616628,25779289.31712893,0.0015740351950319785,41318.135488740765,6261216.029695614,0.00315384554279181,39148.68469056801,0.0036353794917586826,54443.00537159507,41455.404480729514,16240.89050960729,0.003998274731530517,0.0012812477290327759,40.52357001688098,0.0008199734297583158,1168.6820227672804,25766009.99043545,0.0015742822779547935,38382.16248544689,6359909.0,0.003091797,-0.00154315,0.00219642,-0.00176819,0.00178674,60.60976,0.004023743,87.80176
0.0001740496535472496,8.04434432583182,1.950143682390885,0.00019981632072411644,13.99902422886261,4.883540729367153,40556.68889376808,0.0036733615069126473,57686.01413171604,39370.081086489714,16180.680778325248,0.003998218034370556,0.0012999847070134475,32.19322508268083,0.0008636184463040213,1142.3837086445656,27718058.848769676,0.0015496010916453411,40145.028879817124,7136823.688915651,0.003090444564212865,38478.65297820655,0.0035832745226197873,59452.50136183268,38736.98724467201,16413.454921778684,0.0039669304248218665,0.0012752738575037932,35.23021264911482,0.0009996580288409794,1154.6433037636232,25426550.706229698,0.0015684589257568507,41166.49760935592,9519631.0,0.003115234,-0.00119536,0.000754543,-0.0011611,0.00118822,72.75613,0.003924867,110.2329
0.00016721789069249239,6.994491552955774,2.16476502844714,0.00018414168608782303,13.702657502163168,6.0930914137262615,39061.933778274615,0.0036204643257737733,56607.2113299066,39189.28583781309,16112.426472039591,0.003982534746790661,0.0013047750544861905,25.501406781107185,0.0008696369869470462,1228.3486767222566,24341549.94726182,0.0015785784396418565,42173.16058493213,5513200.633593216,0.0031131945414913193,36406.483191380925,0.003666498956549248,52929.83278650516,36349.483793557,16239.479025534096,0.003947099920650063,0.0012863638393587993,30.280916652511873,0.0009624245499019596,1197.1679545104714,25911836.166057028,0.0015974725883639003,37142.208537609455,7656477.0,0.003085938,-0.000952193,0.00120935,-0.00120827,0.00137162,53.77362,0.003995362,86.03168
0.0001406885418187167,7.423500772783933,2.9977833931869995,0.00019358275112038242,11.763740061083599,3.9913081175960414,40389.35151855027,0.003644520220664268,58085.30953720666,41262.787388178665,15961.094509134136,0.003925480804371811,0.0012861695632912788,18.865781573397264,0.0009346218507725064,1146.748789530895,25991834.364407472,0.001593731363299709,38830.31163396118,8538250.557447374,0.0031680146628439232,37632.273825361146,0.0036709861136143595,58386.409929240064,42910.92032286026,16550.92161316563,0.003929282257334604,0.0012467172521249729,35.03521613201297,0.0008537274585911407,1116.6299348661446,25694183.10029115,0.0015925031779104213,37806.14042914012,6650202.0,0.003140625,-0.000513763,0.00127689,-0.000574776,0.0011966,59.32798,0.004030152,91.28087
0.000187133750711272,8.057006392752731,1.9746097712610287,0.00020486284164209523,14.370733124494866,2.8746719581080424,40032.216470405016,0.0036355259189660314,58059.84069570396,35001.89125815048,15985.456759491062,0.003895872663441796,0.0012785540528817748,23.634490569778713,0.0009196993427976984,1216.056596845219,23973276.25565625,0.0015894316213820572,38722.11972978731,7047090.141413097,0.003128349567601388,34936.68010516736,0.003642448913606568,55353.22750217042,36069.149342655524,15870.970736489557,0.00398487989834899,0.0012839535960383708,39.09435889875009,0.0009484642328325206,1176.2188341983272,24089306.240367047,0.001602384591672126,39565.87586978579,8104924.0,0.003111328,-0.00183529,0.00151956,0.000723746,0.00164646,75.25865,0.004083253,109.1952
