characteristics_M1_0,characteristics_M1_1,characteristics_M1_2,characteristics_M1_3,characteristics_M1_4,characteristics_M1_5,characteristics_M1_6,characteristics_M1_7,characteristics_M1_8,characteristics_M1_9,characteristics_M1_10,characteristics_M1_11,characteristics_M1_12,characteristics_M1_13,characteristics_M1_14,characteristics_M1_15,characteristics_M1_16,characteristics_M1_17,characteristics_M1_18,characteristics_M1_19,characteristics_M1_20,characteristics_M1_21,characteristics_M1_22,characteristics_M1_23,characteristics_M1_24,characteristics_M1_25,characteristics_M1_26,characteristics_M1_27,characteristics_M1_28,characteristics_M1_29,characteristics_M1_30,characteristics_M1_31,characteristics_M1_32,characteristics_M1_33,ergo_duration_M1_0,ergo_duration_M1_1,ergo_duration_M1_2,ergo_duration_M1_3,ergo_duration_M2_0,ergo_duration_M2_1,ergo_duration_M2_2,ergo_duration_M2_3,defect_M1_0,defect_M1_1
0.00012607256106069678,6.053284363492034,3.0375301957519865,0.00017966619926640046,16.93819454705337,3.9348282202819185,36751.188820763375,0.0036472071663888055,58711.26868917118,41284.142714231806,15878.33721180003,0.003906243627929361,0.0013205668168119326,30.53339337287879,0.0009312302929906957,1197.3995030225126,26761270.07908332,0.001570757980171859,42010.33660433236,6456995.931915958,0.0031486498384241976,38099.39440133159,0.0037029173389886844,55556.10661561857,34956.888303912405,16208.89973931754,0.003975582927620275,0.0012766095080846932,30.877403460125144,0.0009302725064599587,1173.870104629928,23006324.512584712,0.001603368390543959,41931.43381553144,7255827.0,0.003138672,-0.00182806,0.00118122,-0.000506294,0.0024201,65.70635,0.003988038,120.4566,0.004391786
0.00020464657112654068,7.13906083860331,1.8591140180100536,0.00017387332451829416,11.93493623982828,3.1483493039742894,39105.23080020332,0.003709585151700241,57989.75445533611,40199.79437837952,16149.211681469087,0.004005573801539334,0.0013077278096282944,31.895128381370835,0.0009183575971315148,1180.8939035029055,24114988.247841764,0.0015616875677531077,41338.69179384921,6185794.175965749,0.003132797052032238,40001.35549373287,0.0036439873143355966,55494.042875549865,37414.61497056283,16084.770078569129,0.003951131500499527,0.0012877337584402007,32.06865615955457,0.0008344285103378994,1189.3409138104391,26076081.46198595,0.0015952043259473496,41112.55392810518,7372088.0,0.00309961,-0.000382518,0.00107835,-0.00112001,0.00178206,101.1383,0.003985291,121.8909,0.004446717
0.0001613586153252258,9.977520059710722,1.8980574130491936,0.00022911525273775578,13.667944365211673,4.962513541969891,36706.628118216235,0.003586999995135849,55215.639914277206,38283.662501073166,16178.70854017994,0.003980035672094294,0.0012915928248054967,35.609355308243074,0.0009127002251513992,1160.10014760205,25936285.77813259,0.0015680459200574474,41566.98897850443,12734735.570204403,0.00308771200165436,37273.233345688976,0.003614760504105727,57240.67395196813,37739.75109866498,15949.020589078036,0.0039487029383021436,0.0012265095152250369,35.10849221026021,0.0009686914392981906,1125.2100929806918,23084832.30720681,0.001577872923823492,41833.06026813995,8804955.0,0.003140625,-0.000427106,0.00119325,-0.000537623,0.00107829,95.24828,0.003993531,124.9123,0.004438478
0.00020438187827034508,7.103031122401531,1.8182225988431702,0.00025604033392570157,12.067118000087765,3.8261447430147992,40289.16859391607,0.0036521609988795145,55056.49661463044,41312.610726005914,16351.135242424187,0.003968001209571517,0.0012355406657917568,41.16520704309491,0.0009436201351942149,1130.1161683990995,25335885.806589082,0.0015967980893066462,40973.75128769548,7355304.647353477,0.0031710268425073043,37468.55320142613,0.0036855901179556785,56585.35398973886,38322.892027360765,15911.619238581532,0.0039177295698035255,0.0013306362660403092,40.788645540198935,0.0009111251768648841,1150.4585422562316,23194789.708113216,0.0015981892054991933,38515.439432183804,7043958.0,0.00309375,-0.00146746,0.000751888,-0.00178728,0.000452698,99.15464,0.003945924,113.773,0.004389955
0.00018433477816134238,6.928795485278613,2.0451927311085556,0.00020495026312841377,13.373400449786745,3.8603090337166805,38413.29950407064,0.003660184397664175,55948.8883788099,40171.61753276808,16264.344971675824,0.00398018163961147,0.0012983529736259618,26.684670795617084,0.000883931060041334,1171.3663959519256,27018264.913621943,0.0016017243564360694,40225.23634808183,7690695.67304186,0.0030590536716047887,36538.33219807135,0.0036660432906917033,58037.023016953724,39388.74276309305,16000.001791554783,0.003922768460093899,0.0013153216269980042,32.98084710131178,0.0008620011185701709,1154.7130770752487,23325194.59896139,0.0016024547266905483,41522.89214209712,8498695.0,0.003126953,-0.0011858,0.0011947,-0.000543263,0.0014021,64.72976,0.004059449,100.4364,0.004345094
0.00017025238680505798,7.255106419246449,1.8884908231774469,0.0001876565731204464,13.438546811698624,5.0348172090778025,36786.71548327723,0.0036616741413887685,58819.26798582712,39673.754377755606,15947.919610175357,0.00394594317031098,0.001294420067897789,24.533198853853182,0.0009650093441139029,1173.9100262619847,26095292.666169498,0.0015954422201773896,42253.39329937818,6984617.62721291,0.003157524558907843,37674.85658274261,0.00369195292766492,53558.54752225762,39375.45054202156,16135.335097482433,0.00394678842035395,0.001287799193058553,24.92090949852193,0.0009060380045413152,1234.682869015734,25248719.94154047,0.0015943943436935919,41214.1917199044,8673688.0,0.003144532,-0.000594732,0.00178281,-0.00151681,0.000590137,77.15079,0.003929444,132.9691,0.004403688
0.00013446766146948808,7.833509958888245,3.0950326486344717,0.0001995531424921675,15.53782925344512,3.8571139818207474,37187.59074141947,0.0036673056161584667,54657.962991496366,35480.097832247455,16109.108392976172,0.00395594902735042,0.001278790370566513,37.6991948285445,0.0009246776241621535,1157.7703765182073,25730274.89064461,0.0015781047937071199,37071.588404305556,11524256.156580653,0.00306670278725068,34878.599032723425,0.003687674394369569,57975.41285736236,40207.25709717897,16039.099324120103,0.003982737220454937,0.0012734889951463693,28.840292069320117,0.0009026149673108585,1154.6575129126325,25067876.687521834,0.0015805048634105316,41026.66856486732,5514898.0,0.003144532,-0.000540526,0.000729332,-0.00181218,0.00127551,86.85568,0.003933107,101.2299,0.004463197
0.00022536267139144553,7.606481847806357,2.8758226759502157,0.0001982887689832776,13.916955785856304,3.8779960221490173,37781.538948916044,0.003649666725643756,55389.150140880476,40025.70805694835,16354.21756397592,0.003941271650406713,0.0012164728133733519,37.624666147132174,0.0009362687979726169,1140.306351332571,24675723.75463629,0.0015964618741235923,39081.8425354351,8082939.319147832,0.0031463089794298415,35927.91759763637,0.003649997075901589,54404.193454905595,39427.19412011195,16106.669015791585,0.0038423748351849576,0.0012805240309129058,32.97540748462935,0.0009158293241331364,1173.9793664307992,23300280.32788879,0.0015729848777199498,38884.6176609479,8662753.0,0.003060547,-0.00111888,0.00186796,-0.000437983,0.00175451,85.26872,0.004036561,131.6569,0.004450379
0.00017782818618649257,8.3897150838946,2.065169968170923,0.00020410283178350617,12.340589076664921,5.025087053647777,37713.84911627621,0.0036637189706597716,60228.884637483534,40694.71223810819,16236.811277648985,0.00398348086462165,0.0012726159509667183,28.52862133592821,0.0009577888676804156,1181.248808407832,24762521.237988066,0.0015678765527507568,42657.23899986872,7671590.568847058,0.003169363454202021,41769.21775903036,0.0035833118484979334,54865.61320528229,39216.02860577669,16296.126628438644,0.003911653708402929,0.0012404284428402968,36.62621938918858,0.0009508835393865329,1174.8132260045843,24563843.534465168,0.0016094119478933216,38329.07215046843,8262358.0,0.003121094,-0.000426539,0.00167858,-0.00132044,0.00131118,93.08146,0.003994447,105.1668,0.004454042
0.0001581188906307526,9.161424759157187,2.9616680227625283,0.00020213873338648423,13.940501224905464,4.809343681860888,36593.57259485149,0.0036902849392416006,59977.277357090716,37743.29722695241,15912.444341227292,0.003940920488072413,0.0013011448796598564,30.073982791107127,0.0009376682117375943,1154.125592426579,24521634.444933835,0.0015560354790201236,41314.660852944464,11540679.443093183,0.003169759111410692,39911.59934685501,0.0037050716173569723,57018.67254314799,40270.77249137745,15934.90231271952,0.0039435127769001065,0.0012761042313506016,21.11365105060745,0.0009108855318561714,1174.641559666133,25416891.875461232,0.0016010364443428409,38653.434730533925,8859646.0,0.003128906,-0.00055533,0.00107682,-0.00140647,0.00158062,99.06309,0.004000855,135.2886,0.004410096
