characteristics_M1_0,characteristics_M1_1,characteristics_M1_2,characteristics_M1_3,characteristics_M1_4,characteristics_M1_5,characteristics_M1_6,characteristics_M1_7,characteristics_M1_8,characteristics_M1_9,characteristics_M1_10,characteristics_M1_11,characteristics_M1_12,characteristics_M1_13,characteristics_M1_14,characteristics_M1_15,characteristics_M1_16,characteristics_M1_17,characteristics_M1_18,characteristics_M1_19,characteristics_M1_20,characteristics_M1_21,characteristics_M1_22,characteristics_M1_23,characteristics_M1_24,characteristics_M1_25,characteristics_M1_26,characteristics_M1_27,characteristics_M1_28,characteristics_M1_29,characteristics_M1_30,characteristics_M1_31,characteristics_M1_32,characteristics_M1_33,ergo_duration_M1_0,ergo_duration_M1_1,ergo_duration_M1_2,ergo_duration_M1_3,ergo_duration_M2_0,ergo_duration_M2_1,ergo_duration_M2_2,ergo_duration_M2_3,defect_M1_0,defect_M1_1
0.0001471047611309969,8.166515885047547,3.1623998651464253,0.00023692145910694012,13.48917441676019,6.003163845902868,38643.15607548099,0.0036735525628546427,57351.708420399395,38302.527054807804,16088.290045494166,0.0039373124265269935,0.0012996445400190095,28.581640617422007,0.0008930126938968435,1154.2437957462853,24829057.406194005,0.0015800738334893767,38930.78625629168,4899215.252667934,0.0030951147822412396,39021.8720166543,0.0036179002714569575,57648.61555681596,42332.273618377054,16435.547313537507,0.0039400350233011906,0.0012894623091252036,28.122061073936827,0.000976142283630276,1245.9014300451008,25660039.023063704,0.0016286424485149145,40058.422114578156,8434556.0,0.003142578,-0.00184217,0.000545284,-0.00116588,0.000439693,63.29539,0.00405304,104.5564,0.004384462
0.0002044406146069745,5.622389142381595,3.084210952635244,0.0001938756373219657,13.461299884314446,3.203789524398745,38747.426978184885,0.0036764255819851065,58942.69140168949,37739.739389417045,15903.931618331098,0.003955554056959077,0.0013030359275952223,21.66533283006492,0.000914680544054729,1154.9324538507717,26032169.42085915,0.0015819900726876457,40747.08495031479,7226589.991153745,0.0031255230812974617,38038.88904961257,0.003654435686224758,56049.9799648155,39082.66598264307,16179.429889658366,0.003985634106289058,0.001311829440946108,37.39657051677936,0.0009415354024603311,1203.8422616013358,25205766.938955348,0.0015770245058580798,38824.624857714814,6387683.0,0.003125,-0.00058703,0.00200738,-0.00155413,0.00122475,72.69509,0.003957826,100.1007,0.00442566
0.00020635419650867853,8.400150656320326,2.9230378361572464,0.00023747744829172437,14.070526997755762,4.251138185442797,40357.80573440457,0.003650900680889018,55846.63181536801,41937.47948899142,16252.430444835712,0.003966620144974229,0.001302981155771018,25.728452085136208,0.0009658499342818916,1189.2026064799281,28606001.63668453,0.0015962810345968499,40498.752452244444,5778815.318167046,0.0030930839084584525,39997.03535094842,0.0036841443085463264,57374.743315204294,35237.07840624922,16041.064095426478,0.003940933340696344,0.0013073939627000729,33.8078743156615,0.0009299258344618338,1182.7075164706614,27964818.232041843,0.0015409768596664215,39932.70030682818,7431705.0,0.003072266,-0.000249449,0.000950398,-0.00180753,0.00108179,64.69924,0.004016419,115.8177,0.004426576
0.00019971881640482505,7.894402180820263,1.999840246019077,0.00021207811992880027,12.947537951745698,5.011532279789682,38710.68260234452,0.003665008062803487,57773.518200697275,40472.766134634716,15885.006449174483,0.0039428300576094385,0.0013108845694484667,35.80821557522443,0.0009189594237024205,1172.1562295777571,25164371.451798342,0.0015984677056446045,37591.813581801514,7713821.374159723,0.003158339800739354,41527.21865370894,0.0036490780185779695,57536.62726383852,35110.10285856637,15741.21996541842,0.003948124915443645,0.0012809304950670644,23.090571910829222,0.0009374036672746439,1165.376583051793,23593862.29033851,0.0016056446123013583,41788.81372582205,6311122.0,0.00309961,-0.000577408,0.00193898,-0.00082414,0.0008507,107.4862,0.003988954,115.7872,0.004408265
0.000213731530492768,6.896362307071083,2.0583772676707985,0.00019955974635390018,14.402211145136198,4.06670594041219,37253.67614003522,0.0036986935474266694,55653.94761358051,39769.6636705244,15975.911127450063,0.0039838694496867645,0.001291513186234169,40.078683643284194,0.0009209561685743081,1198.872412421917,25125889.071819033,0.0015857320133334583,42093.444675062136,9130412.243351754,0.0030871542672728353,34853.701427770895,0.0036434656859781036,57741.411041592706,37591.83450096242,16225.204437477052,0.003942729161624751,0.0013065796148444325,23.82993548847195,0.0008207131120111805,1223.5314365271356,25049937.832168207,0.0015762314714691619,39059.231346102875,8028363.0,0.003117188,-0.00129315,0.00157463,-0.00120546,0.0014062,101.6266,0.004047547,108.7069,0.00438263
0.0001815640508370242,4.455730679222618,2.9704492754825464,0.00026307962177606536,14.41646350436746,4.879107693542185,38725.57849648924,0.0036224114380320463,57159.17802896064,38473.133659918916,16034.474552384705,0.003994769384577072,0.0013155048672061883,32.3014859410659,0.0008309395696789538,1246.3149966226322,26638601.833600394,0.0015660351262452854,39746.17990826061,7587926.778470141,0.003164648906803537,38441.78825543526,0.0036738930765309835,57568.59580021618,40555.55496646786,15990.843383467884,0.003915623352397868,0.0012451135673415303,37.94150105220385,0.0008475939095830523,1182.231291164775,24907639.844558924,0.0015734357880359913,40526.862308536314,6332992.0,0.003048828,-0.00148803,0.00119654,-0.000426317,0.00205776,72.14576,0.004053956,108.6154,0.004443971
0.00018603093192395286,10.689045244719985,3.0603260186648797,0.00020870627383378477,13.156425394005879,4.094099904955184,36210.00915577947,0.003734081174218819,55275.9266884584,36969.34104083081,16238.912952956938,0.003946820824067722,0.0013039361409887713,36.63859817933286,0.0009566879876539947,1185.464649756086,28540403.635065086,0.0015632188990075061,40729.4361783498,7821852.3697381895,0.003123076327758408,38961.52117459709,0.0036908675070929024,56441.65656670094,39546.1375814285,16198.03714988026,0.00395727871546068,0.0012880869201191507,35.08461324402233,0.0008576138624041158,1180.651681417339,25849072.888262182,0.0016220341247662323,42377.938523923694,6924016.0,0.003125,0.000763057,0.00132659,-0.00122687,0.000714459,101.1078,0.00398346,124.546,0.004436647
0.0002184209089061232,8.387214163738362,2.9572341330027387,0.00016144257892924585,18.410812046617583,4.191615319866433,37615.44307331658,0.00371356860349003,56811.918391384716,39730.1633883382,16296.439245997042,0.0039552378137502,0.0012500586758371417,26.69555606538073,0.0007782945800880739,1178.1365629866846,25960320.6858268,0.0015724144405782935,38263.59380349729,7392663.426648086,0.003136240246808624,39980.73056759952,0.00364166340870857,57248.18819645008,37746.30761868965,16280.68914568096,0.003969790955256175,0.001292512446778907,25.535632733262013,0.0009096982681661605,1143.358958259001,24839883.209547136,0.001604055598247911,40977.92355224596,6912706.0,0.003146484,-0.00179735,0.00115487,-0.000245084,0.000899433,89.32768,0.00406952,143.5591,0.00441742
0.0002033232309745351,6.675236523340198,1.9267016593822712,0.0002660539121917599,14.610353347641027,4.156986724562413,33205.89554441083,0.00365134024369504,58247.731512919825,35653.217769446725,16009.324065749082,0.003994698307697091,0.0012710977054505403,35.9311752537975,0.0009600403954925984,1243.8295605682317,27166434.92663658,0.0015961910616165804,40907.188848219426,4860971.340607734,0.0030626310798141086,36792.97980177403,0.003695152732031881,58502.17399344581,40647.1872646761,16344.013838722245,0.003941094459943132,0.0012955906565082086,35.32940602846653,0.0009273312041113253,1238.1691433942958,25705485.78024826,0.0015482828616346443,41836.45327353351,7000202.0,0.003109375,-0.00180457,0.0013479,-0.00152815,0.00107625,105.9297,0.003970643,114.658,0.004410096
0.00014889376806022196,5.842979224691321,3.0393757393151812,0.00018665688352776036,12.565451897647645,5.173537958135266,37495.58089734298,0.0036480190772121856,55886.011681887525,38914.24907331855,16021.844191455564,0.003957835106997932,0.001288318450732145,32.97589555872566,0.000883361718194961,1196.0099656538957,26214346.745729286,0.0016277440098834673,41060.734396173815,6688597.562548097,0.0030826989038116653,34246.83582578744,0.003654252801373806,58100.80849353449,37306.911633360316,16194.281005723851,0.003976656156862322,0.0012944744409306938,38.24098105932235,0.0009520312880731966,1179.3713283675597,25889615.912784893,0.001598237086818453,39516.1088933084,6523035.0,0.003134766,-0.00179538,0.00146433,-0.000418277,0.00125397,87.89331,0.003949586,115.3905,0.004469606
0.00017401248178965052,8.642818177340839,1.0456244570960787,0.00023428364773521633,13.52400558786229,5.217673331432829,40137.901109078346,0.003679567997831965,53644.078647038295,39808.53467630198,16338.820505783298,0.003977427795791915,0.0013284510794771371,42.98673770934905,0.0009427613721951365,1140.5761724503964,25571405.19841405,0.0015666998356776915,39746.87969220595,5786220.714335012,0.003059658889710004,37856.95414653582,0.0036859169242000485,56348.67498941152,39954.34932570242,15923.10903664431,0.003886954822451753,0.0013026424333277228,35.527893388666016,0.0009780001902910237,1177.324440539284,26316522.08299183,0.00156082997628026,43699.30366258525,6704878.0,0.003107422,-0.000416696,0.00122767,-0.000253254,0.000991272,89.90753,0.004027405,116.306,0.004411927
0.000229566504476798,9.186244178500019,2.0161690071895757,0.00019285989330330286,11.457152292466931,3.1485424975159315,40449.58619499169,0.003622928671799922,56787.54719966497,40573.22302462094,15986.382937690041,0.003955026172927227,0.001297719391741216,29.45642516576503,0.0009566822143473365,1126.6357032509256,25319283.5367069,0.0015781077697873847,40102.55002911488,7703357.193134651,0.003072264265470068,35531.93268607664,0.0036749030792649663,55344.41454769726,40004.54957974436,16547.382579859215,0.0038973686778207947,0.0012692860495920005,25.77454082819321,0.0009708214907431794,1218.0876339275521,24201723.095681377,0.001543977560382895,41727.77016591953,10297530.0,0.003132813,-0.000419316,0.00178784,-0.000463237,0.00134403,61.55584,0.003954163,131.5653,0.004434816
0.00018388670423267597,9.413527977129405,2.178001451582093,0.00022918540691173745,12.963943104698492,4.126686181470529,39509.86973583914,0.0036972985955158267,54222.727414789144,40845.45379449884,16005.5590422127,0.003925342786923617,0.0012938305777921123,22.87538982867159,0.0009399718211062044,1135.5381789004605,28671090.048129387,0.001604100489180857,36432.64562621215,6247114.667249565,0.003132035645747566,36066.89150848975,0.003689285672867824,55395.58649156587,35449.164049923485,16175.355175586788,0.00393641994696831,0.0013076318148980723,34.619548520206145,0.0008860623967074977,1177.665732507615,24974280.99314352,0.0016238856148391967,40238.24431285099,8629948.0,0.003072266,-0.00149712,0.000882473,-0.00114905,0.000910805,80.44679,0.003995362,126.6823,0.00446869
0.00019352109113657457,8.425773459953545,1.9117319025134487,0.00020640341307064162,13.31916405178182,3.8520772855892695,40260.260486501655,0.003672793272428203,56976.56751574399,38355.981450586776,16181.016527137253,0.004025956287804646,0.0013095852366466119,38.08631013206286,0.0008095800076989721,1173.8887937164502,26032701.230777565,0.0016038456568716053,40988.897716409956,6157772.592796994,0.0031957317103849655,36056.86408779059,0.0036021886434760364,53897.50105398355,40210.66192806511,15987.96500163322,0.003997685159088469,0.0012887257309256662,27.330781673378148,0.0010003714011238957,1110.5718304423958,25281037.906704225,0.00155980229783174,39899.74830087763,5787435.0,0.003123047,-0.000438246,0.00173378,-0.0017965,0.00229369,55.48265,0.003989869,112.8269,0.0044339
